idpcttypdrt,idclauspartcl,cdetypdrtsacem,pct
2407346,,PH,100.00000000
2418751,,DE,100.00000000
2418752,,DR,100.00000000
2418753,,PH,100.00000000
2421780,,DE,100.00000000
2421781,,DR,100.00000000
2421782,,PH,100.00000000
2423160,,DE,100.00000000
2423161,,DR,100.00000000
2423162,,PH,100.00000000
2462118,,DE,100.00000000
2462119,,DR,100.00000000
2462120,,PH,100.00000000
2463846,,DE,100.00000000
2463847,,DR,100.00000000
2463848,,PH,100.00000000
2548559,,PH,100.00000000
2548560,,DR,100.00000000
2548561,,DE,100.00000000
2549439,,PH,100.00000000
2549440,,DR,100.00000000
2549441,,DE,100.00000000
2560258,,PH,100.00000000
2560259,,DR,100.00000000
2560260,,DE,100.00000000
2561893,,PH,100.00000000
2561894,,DR,100.00000000
2561895,,DE,100.00000000
2571228,,PH,100.00000000
2571229,,DR,100.00000000
2571230,,DE,100.00000000
629397,,PH,100.00000000
2736727,,DE,100.00000000
2736728,,DR,100.00000000
2736729,,PH,100.00000000
3797567,,DR,100.00000000
3797568,,DE,100.00000000
3797569,,PH,100.00000000
157235,,PH,100.00000000
157238,,DR,100.00000000
157240,,DE,100.00000000
168474,,PH,100.00000000
168476,,DE,100.00000000
168478,,DR,100.00000000
1644318,,PH,100.00000000
1644319,,DE,100.00000000
1644320,,DR,100.00000000
1786415,,PH,100.00000000
1786416,,DE,100.00000000
1786417,,DR,100.00000000
2293099,,PH,100.00000000
2293100,,DE,100.00000000
2293101,,DR,100.00000000
2300334,,PH,100.00000000
2300335,,DE,100.00000000
2300336,,DR,100.00000000
2308977,,PH,100.00000000
2308978,,DE,100.00000000
2308979,,DR,100.00000000
2316694,,PH,100.00000000
2316695,,DE,100.00000000
2316696,,DR,100.00000000
2319981,,PH,100.00000000
2319982,,DE,100.00000000
2319983,,DR,100.00000000
2375058,,PH,100.00000000
2375059,,DE,100.00000000
2375060,,DR,100.00000000
2382688,,PH,100.00000000
2382689,,DE,100.00000000
2382690,,DR,100.00000000
2390321,,PH,100.00000000
2390322,,DE,100.00000000
2390323,,DR,100.00000000
2391748,,PH,100.00000000
2391749,,DE,100.00000000
2391750,,DR,100.00000000
2401788,,PH,100.00000000
2401789,,DE,100.00000000
2401790,,DR,100.00000000
2402383,,PH,100.00000000
2402384,,DE,100.00000000
2402385,,DR,100.00000000
2424529,,PH,100.00000000
2424530,,DE,100.00000000
2424531,,DR,100.00000000
2426660,,PH,100.00000000
2426661,,DE,100.00000000
2426662,,DR,100.00000000
2433616,,PH,100.00000000
2433617,,DE,100.00000000
2433618,,DR,100.00000000
2442286,,PH,100.00000000
2442287,,DE,100.00000000
2442288,,DR,100.00000000
2468831,,PH,100.00000000
2468832,,DE,100.00000000
2468833,,DR,100.00000000
2485718,,PH,100.00000000
2485719,,DE,100.00000000
2485720,,DR,100.00000000
2495741,,PH,100.00000000
2495742,,DE,100.00000000
2495743,,DR,100.00000000
2506301,,PH,100.00000000
2506302,,DE,100.00000000
2506303,,DR,100.00000000
2509134,,PH,100.00000000
2509135,,DE,100.00000000
2509136,,DR,100.00000000
2530905,,PH,100.00000000
2530906,,DE,100.00000000
2530907,,DR,100.00000000
2539967,,PH,100.00000000
2539968,,DE,100.00000000
2539969,,DR,100.00000000
2542586,,PH,100.00000000
2542587,,DE,100.00000000
2542588,,DR,100.00000000
2545652,,PH,100.00000000
2545653,,DE,100.00000000
2545654,,DR,100.00000000
2547329,,PH,100.00000000
2547330,,DE,100.00000000
2547331,,DR,100.00000000
2556045,,PH,100.00000000
2556046,,DE,100.00000000
2556047,,DR,100.00000000
2558101,,PH,100.00000000
2558102,,DE,100.00000000
2558103,,DR,100.00000000
2563157,,PH,100.00000000
2563158,,DE,100.00000000
2563159,,DR,100.00000000
3311772,,DE,100.00000000
3311774,,DR,100.00000000
3311776,,PH,100.00000000
171045,,DE,100.00000000
171046,,DR,100.00000000
171047,,PH,100.00000000
876047,,DE,100.00000000
876049,,DR,100.00000000
876052,,PH,100.00000000
1686728,,DE,100.00000000
1686729,,DR,100.00000000
1686731,,PH,100.00000000
2386227,,DE,100.00000000
2386228,,DR,100.00000000
2386229,,PH,100.00000000
171069,,DE,100.00000000
171070,,PH,100.00000000
171071,,DR,100.00000000
657660,,DE,100.00000000
657661,,PH,100.00000000
657662,,DR,100.00000000
876131,,DE,100.00000000
876132,,PH,100.00000000
876133,,DR,100.00000000
1686813,,DE,100.00000000
1686814,,PH,100.00000000
1686815,,DR,100.00000000
2284777,,DE,100.00000000
2284778,,PH,100.00000000
2284779,,DR,100.00000000
2442292,,DE,100.00000000
2442293,,PH,100.00000000
2442294,,DR,100.00000000
437438,,PH,100.00000000
437441,,DR,100.00000000
437443,,DE,100.00000000
892366,,PH,100.00000000
892367,,DR,100.00000000
892368,,DE,100.00000000
3639725,,PH,100.00000000
3639727,,DR,100.00000000
3639729,,DE,100.00000000
454765,,PH,100.00000000
454766,,DR,100.00000000
454767,,DE,100.00000000
902226,,PH,100.00000000
902227,,DR,100.00000000
902228,,DE,100.00000000
495491,,DE,100.00000000
495493,,DR,100.00000000
495495,,PH,100.00000000
1413134,,DE,100.00000000
1413135,,DR,100.00000000
1413136,,PH,100.00000000
2265756,,DE,100.00000000
2265757,,DR,100.00000000
2265758,,PH,100.00000000
2284266,,DE,100.00000000
2284267,,DR,100.00000000
2284268,,PH,100.00000000
2292067,,DE,100.00000000
2292068,,DR,100.00000000
2292069,,PH,100.00000000
2293268,,DE,100.00000000
2293269,,DR,100.00000000
2293270,,PH,100.00000000
2312794,,DE,100.00000000
2312795,,DR,100.00000000
2312796,,PH,100.00000000
2314358,,DE,100.00000000
2314359,,DR,100.00000000
2314360,,PH,100.00000000
2320035,,DE,100.00000000
2320036,,DR,100.00000000
2320037,,PH,100.00000000
2375088,,DE,100.00000000
2375089,,DR,100.00000000
2375090,,PH,100.00000000
2378134,,DE,100.00000000
2378135,,DR,100.00000000
2378136,,PH,100.00000000
2388677,,DE,100.00000000
2388678,,DR,100.00000000
2388679,,PH,100.00000000
2390363,,DE,100.00000000
2390364,,DR,100.00000000
2390365,,PH,100.00000000
2415471,,DE,100.00000000
2415472,,DR,100.00000000
2415473,,PH,100.00000000
2418609,,DE,100.00000000
2418610,,DR,100.00000000
2418611,,PH,100.00000000
2423049,,DE,100.00000000
2423050,,DR,100.00000000
2423051,,PH,100.00000000
2425667,,DE,100.00000000
2425668,,DR,100.00000000
2425669,,PH,100.00000000
2426922,,DE,100.00000000
2426923,,DR,100.00000000
2426924,,PH,100.00000000
2440196,,DE,100.00000000
2440197,,DR,100.00000000
2440198,,PH,100.00000000
2441811,,DE,100.00000000
2441812,,DR,100.00000000
2441813,,PH,100.00000000
2460766,,DE,100.00000000
2460767,,DR,100.00000000
2460768,,PH,100.00000000
2468843,,DR,100.00000000
2468844,,DE,100.00000000
2468845,,PH,100.00000000
2483797,,DR,100.00000000
2483798,,DE,100.00000000
2483799,,PH,100.00000000
2487222,,DR,100.00000000
2487223,,DE,100.00000000
2487224,,PH,100.00000000
2489748,,DR,100.00000000
2489749,,DE,100.00000000
2489750,,PH,100.00000000
2492547,,DR,100.00000000
2492548,,DE,100.00000000
2492549,,PH,100.00000000
2515671,,DR,100.00000000
2515672,,DE,100.00000000
2515673,,PH,100.00000000
2516509,,DR,100.00000000
2516510,,DE,100.00000000
2516511,,PH,100.00000000
2517312,,DR,100.00000000
2517313,,DE,100.00000000
2517314,,PH,100.00000000
2528405,,DR,100.00000000
2528406,,DE,100.00000000
2528407,,PH,100.00000000
2546546,,DR,100.00000000
2546547,,DE,100.00000000
2546548,,PH,100.00000000
2547527,,DR,100.00000000
2547528,,DE,100.00000000
2547529,,PH,100.00000000
2549360,,DR,100.00000000
2549361,,DE,100.00000000
2549362,,PH,100.00000000
2552130,,DR,100.00000000
2552131,,DE,100.00000000
2552132,,PH,100.00000000
2563982,,DR,100.00000000
2563983,,DE,100.00000000
2563984,,PH,100.00000000
2566869,,DR,100.00000000
2566870,,DE,100.00000000
2566871,,PH,100.00000000
2576511,,DR,100.00000000
2576512,,DE,100.00000000
2576513,,PH,100.00000000
219605,,DR,100.00000000
219609,,DE,100.00000000
219614,,PH,100.00000000
914928,,DR,100.00000000
914929,,DE,100.00000000
914930,,PH,100.00000000
693296,,DR,100.00000000
693298,,PH,100.00000000
693300,,DE,100.00000000
2015393,,PH,100.00000000
2015394,,DE,100.00000000
2015395,,DR,100.00000000
2166796,,DE,100.00000000
2166797,,PH,100.00000000
2166798,,DR,100.00000000
156608,,DR,100.00000000
156611,,DE,100.00000000
156618,,PH,100.00000000
944077,,DR,100.00000000
944079,,DE,100.00000000
944080,,PH,100.00000000
2277854,,DR,100.00000000
2277855,,DE,100.00000000
2277856,,PH,100.00000000
2292132,,DR,100.00000000
2292133,,DE,100.00000000
2292134,,PH,100.00000000
2299873,,DR,100.00000000
2299874,,DE,100.00000000
2299875,,PH,100.00000000
2310999,,DR,100.00000000
2311000,,DE,100.00000000
2311001,,PH,100.00000000
2382314,,DR,100.00000000
2382315,,DE,100.00000000
2382316,,PH,100.00000000
2384330,,DR,100.00000000
2384331,,DE,100.00000000
2384332,,PH,100.00000000
2404399,,DR,100.00000000
2404400,,DE,100.00000000
2404401,,PH,100.00000000
2432975,,DR,100.00000000
2432976,,DE,100.00000000
2432977,,PH,100.00000000
2442544,,DR,100.00000000
2442545,,DE,100.00000000
2442546,,PH,100.00000000
2469055,,DE,100.00000000
2469056,,DR,100.00000000
2469057,,PH,100.00000000
2471348,,DE,100.00000000
2471349,,DR,100.00000000
2471350,,PH,100.00000000
2515741,,DE,100.00000000
2515742,,DR,100.00000000
2515743,,PH,100.00000000
2528490,,DE,100.00000000
2528491,,DR,100.00000000
2528492,,PH,100.00000000
2558603,,DE,100.00000000
2558604,,DR,100.00000000
2558605,,PH,100.00000000
2562731,,DE,100.00000000
2562732,,DR,100.00000000
2562733,,PH,100.00000000
2565532,,DE,100.00000000
2565533,,DR,100.00000000
2565534,,PH,100.00000000
2571219,,DE,100.00000000
2571220,,DR,100.00000000
2571221,,PH,100.00000000
2573378,,DE,100.00000000
2573379,,DR,100.00000000
2573380,,PH,100.00000000
200598,,PH,100.00000000
200599,,DE,100.00000000
200601,,DR,100.00000000
948886,,PH,100.00000000
948887,,DE,100.00000000
948888,,DR,100.00000000
2301120,,PH,100.00000000
2301121,,DE,100.00000000
2301122,,DR,100.00000000
2313599,,PH,100.00000000
2313600,,DE,100.00000000
2313601,,DR,100.00000000
2317152,,PH,100.00000000
2317153,,DE,100.00000000
2317154,,DR,100.00000000
2324893,,PH,100.00000000
2324894,,DE,100.00000000
2324895,,DR,100.00000000
2386315,,PH,100.00000000
2386316,,DE,100.00000000
2386317,,DR,100.00000000
2388805,,PH,100.00000000
2388806,,DE,100.00000000
2388807,,DR,100.00000000
2395302,,PH,100.00000000
2395303,,DE,100.00000000
2395304,,DR,100.00000000
2407341,,PH,100.00000000
2407342,,DE,100.00000000
2407343,,DR,100.00000000
2418748,,PH,100.00000000
2418749,,DE,100.00000000
2418750,,DR,100.00000000
2421777,,PH,100.00000000
2421778,,DE,100.00000000
2421779,,DR,100.00000000
2423157,,PH,100.00000000
2423158,,DE,100.00000000
2423159,,DR,100.00000000
2462115,,PH,100.00000000
2462116,,DE,100.00000000
2462117,,DR,100.00000000
2463843,,PH,100.00000000
2463844,,DE,100.00000000
2463845,,DR,100.00000000
2548556,,DR,100.00000000
2548557,,DE,100.00000000
2548558,,PH,100.00000000
2549436,,DR,100.00000000
2549437,,DE,100.00000000
2549438,,PH,100.00000000
2560255,,DR,100.00000000
2560256,,DE,100.00000000
2560257,,PH,100.00000000
2561890,,DR,100.00000000
2561891,,DE,100.00000000
2561892,,PH,100.00000000
2571225,,DR,100.00000000
2571226,,DE,100.00000000
2571227,,PH,100.00000000
629396,,PH,100.00000000
2736722,,DE,100.00000000
2736724,,DR,100.00000000
2736726,,PH,100.00000000
3797562,,DE,100.00000000
3797564,,PH,100.00000000
3797566,,DR,100.00000000
