cdepaysiso4npere,cdepaysiso4nfils,gpeterfils,datcre,usercre,datmaj,usermaj,datdbtvld,datfinvld
2040,438,0,2014-08-21 11:28:43.000000,TASSINB,2014-08-21 11:28:43.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2040,492,0,2014-08-21 11:28:43.000000,TASSINB,2014-08-21 11:28:43.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2040,470,0,2014-08-21 11:28:43.000000,TASSINB,2014-08-21 11:28:43.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2040,620,0,2014-08-21 11:28:43.000000,TASSINB,2014-08-21 11:28:43.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2117,296,0,2014-08-21 14:55:48.000000,TASSINB,2014-08-21 14:55:48.000000,TASSINB,1979-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2117,520,0,2014-08-21 14:55:48.000000,TASSINB,2014-08-21 14:55:48.000000,TASSINB,1968-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2117,798,0,2014-08-21 14:59:20.000000,TASSINB,2014-08-21 14:59:20.000000,TASSINB,1978-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2132,254,0,2014-08-21 16:39:13.000000,TASSINB,2014-08-21 16:39:13.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3020,254,0,2014-08-21 16:39:13.000000,TASSINB,2014-08-21 16:39:13.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2136,2046,0,2014-08-21 16:39:13.000000,TASSINB,2014-08-21 16:39:13.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3047,0,2014-08-21 18:01:39.000000,TASSINB,2014-08-21 18:01:39.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3046,0,2014-08-21 18:01:39.000000,TASSINB,2014-08-21 18:01:39.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
