idctr,cdetypctr,numctr,indcsbl,second,datdbtctr,datfinctr,numinf,idtercmplx,datdbtsys,datfinsys,fledit,biem,cdestatutctr,expireffetimmediat,idtercess,optaffl,datfincollect
378989,GENERAL,88504,1,0,2011-07-01 00:00:00.000000,,0,103357383,2018-10-02 00:00:00.000000,2018-10-05 00:00:00.000000, ,0,002,0,,0,
381894,GENERAL,88504,1,0,2011-07-01 00:00:00.000000,,0,103394593,2018-10-05 00:00:00.000000,2018-12-19 00:00:00.000000, ,0,002,0,,0,
388737,GENERAL,88504,1,0,2011-07-01 00:00:00.000000,,88504,108041881,2018-12-19 00:00:00.000000,, ,0,002,0,,0,
320713,GENERAL,103203,1,0,2017-01-01 00:00:00.000000,,103203,68828535,2017-03-07 00:00:00.000000,2017-04-07 00:00:00.000000, ,0,002,0,,0,
322873,GENERAL,103203,1,0,2017-01-01 00:00:00.000000,,103203,70657991,2017-04-07 00:00:00.000000,2017-05-12 00:00:00.000000, ,0,002,0,,0,
341340,GENERAL,103203,1,0,2017-01-01 00:00:00.000000,,103203,72370663,2017-05-12 00:00:00.000000,, ,0,002,0,,0,
78480,AVANCE,9913214,0,0,1995-07-06 00:00:00.000000,,,13096600,1850-01-01 00:00:00.000000,2017-04-10 00:00:00.000000,,,002,0,,0,
406835,GENERALOL,9913214,1,0,2016-07-01 00:00:00.000000,,9913214,130789156,2019-11-12 00:00:00.000000,,0,0,002,0,,0,
450611,COEDITION,9923218,0,0,2020-01-01 00:00:00.000000,,9923218,148676392,2021-06-11 00:00:00.000000,2021-07-05 00:00:00.000000,0,0,002,0,,0,
453102,COEDITION,9923218,1,0,2020-01-01 00:00:00.000000,,9923218,148840165,2021-07-05 00:00:00.000000,,0,1,002,0,,0,
462432,GENERAL,9927193,1,0,2022-01-01 00:00:00.000000,,9927193,150636492,2021-12-16 00:00:00.000000,2022-01-03 00:00:00.000000,0,0,000,0,,0,
462885,GENERAL,9927193,1,0,2022-01-01 00:00:00.000000,,9927193,150839949,2022-01-03 00:00:00.000000,,0,0,002,0,,0,
514192,GENERAL,9942170,1,0,2023-10-30 00:00:00.000000,,9942170,166672673,2024-02-20 00:00:00.000000,,0,0,002,0,,0,
522681,GENERAL,9945137,1,0,2024-04-01 00:00:00.000000,,9945137,169202149,2024-06-11 00:00:00.000000,,0,0,002,0,,0,
